,Unnamed: 0,class,MTH,FLD,RFC,INT,SZ,CPX,EX,RET,BCM,NML,WRD,DCM,buggy
82,82,com.google.javascript.jscomp.GlobalNamespace,69,39,265,2,83,15,0,8,43,13.115942028985508,1523,3.714634146341464,1
83,83,com.google.javascript.jscomp.ClosureOptimizePrimitives,4,2,36,1,17,4,0,3,7,14.75,172,4.914285714285715,0
84,84,com.google.javascript.jscomp.FunctionTypeBuilder,48,38,258,0,45,14,0,5,28,17.4375,764,2.3875,1
85,85,com.google.javascript.jscomp.DotFormatter,12,8,100,0,26,5,1,2,9,9.5,331,3.761363636363636,0
86,86,com.google.javascript.jscomp.CrossModuleCodeMotion,11,11,120,1,29,8,0,10,14,13.727272727272728,342,2.6106870229007635,0
87,87,com.google.javascript.jscomp.JSSourceFile,10,2,20,1,1,0,1,1,2,10.6,128,12.8,0
88,88,com.google.javascript.jscomp.ComposeWarningsGuard,9,8,35,0,12,4,0,3,4,9.666666666666666,188,3.418181818181818,0
89,89,com.google.javascript.jscomp.VariableReferenceCheck,4,6,47,1,47,16,0,0,4,10.5,205,3.942307692307693,0
90,90,com.google.javascript.jscomp.ReplaceMessages,8,3,106,0,20,6,1,4,8,19.0,524,5.758241758241758,0
91,91,com.google.javascript.jscomp.CleanupPasses,9,5,25,0,10,4,0,1,3,11.444444444444445,148,7.4,0
92,92,com.google.javascript.jscomp.InlineVariables,26,8,267,1,35,10,0,7,26,17.46153846153846,602,2.6995515695067263,1
93,93,com.google.javascript.jscomp.ProcessCommonJSModules,13,12,123,1,14,4,0,1,12,14.23076923076923,304,4.108108108108108,1
94,94,com.google.javascript.jscomp.SanityCheck,5,4,34,1,12,3,0,2,5,17.0,183,6.1,0
95,95,com.google.javascript.jscomp.SuppressDocWarningsGuard,2,2,12,0,25,10,0,2,4,8.0,123,4.730769230769231,0
96,96,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,50,10,680,0,94,20,0,19,42,19.24,1122,1.6524300441826214,1
97,97,com.google.javascript.jscomp.AstChangeProxy,7,1,30,0,19,4,0,1,10,13.285714285714286,166,6.148148148148148,0
98,98,com.google.javascript.jscomp.DiagnosticGroupWarningsGuard,4,3,10,0,8,3,0,2,2,7.0,105,9.545454545454543,0
99,99,com.google.javascript.jscomp.JqueryCodingConvention,3,3,12,0,2,0,0,1,2,17.666666666666668,100,20.0,0
100,100,com.google.javascript.jscomp.InferJSDocInfo,5,2,60,1,39,12,0,4,10,15.8,284,4.303030303030303,0
101,101,com.google.javascript.jscomp.SpecializeModule,28,14,143,1,16,4,0,5,33,21.607142857142858,1562,11.656716417910449,0
102,102,com.google.javascript.jscomp.SideEffectsAnalysis,44,21,141,1,20,6,0,9,45,15.590909090909092,1602,9.709090909090907,0
103,103,com.google.javascript.jscomp.AmbiguateProperties,28,23,185,1,30,8,0,3,28,12.25,637,3.6193181818181817,1
104,104,com.google.javascript.jscomp.SourceFile,46,15,108,2,29,7,1,5,23,11.76086956521739,565,4.52,1
105,105,com.google.javascript.jscomp.LineNumberCheck,4,3,12,2,8,3,0,1,2,10.25,118,7.375,0
106,106,com.google.javascript.jscomp.OptimizeCalls,3,2,7,1,6,2,0,1,2,7.0,128,16.0,0
107,107,com.google.javascript.jscomp.CrossModuleMethodMotion,4,10,54,1,33,10,0,1,7,10.25,180,4.615384615384615,1
108,108,com.google.javascript.jscomp.Compiler,172,67,903,0,71,18,1,6,104,14.02906976744186,1723,1.8707926167209552,1
109,109,com.google.javascript.jscomp.NodeNameExtractor,1,2,28,0,24,4,0,11,3,7.0,193,8.041666666666666,0
110,110,com.google.javascript.jscomp.TypedCodeGenerator,5,0,109,0,55,15,0,6,7,16.4,375,3.826530612244898,0
111,111,com.google.javascript.jscomp.TypeInferencePass,8,6,28,1,5,0,0,1,5,8.875,147,10.5,0
112,112,com.google.javascript.jscomp.SyntheticAst,5,4,8,1,3,0,0,1,2,10.8,105,15.0,0
113,113,com.google.javascript.jscomp.CombinedCompilerPass,12,5,30,2,6,2,0,1,9,12.583333333333334,380,10.555555555555555,0
114,114,com.google.javascript.jscomp.RuntimeTypeCheck,16,4,147,1,21,5,0,5,8,13.5,435,3.9545454545454546,1
115,115,com.google.javascript.jscomp.VariableMap,14,3,62,0,11,3,1,2,14,11.571428571428571,252,4.344827586206897,0
116,116,com.google.javascript.jscomp.MustBeReachingVariableDef,16,7,135,0,53,13,0,8,9,12.5,408,2.756756756756757,1
117,117,com.google.javascript.jscomp.StripCode,20,8,149,1,27,6,0,5,22,25.05,1042,6.72258064516129,0
118,118,com.google.javascript.jscomp.TransformAMDToCJSModule,11,8,124,1,36,9,0,6,11,15.363636363636363,260,2.5742574257425743,0
119,119,com.google.javascript.jscomp.PeepholeCollectPropertyAssignments,9,0,105,0,29,9,0,7,2,17.555555555555557,135,1.0227272727272727,0
120,120,com.google.javascript.jscomp.CheckProvides,5,7,35,1,15,5,0,0,2,11.4,100,2.5641025641025643,0
121,121,com.google.javascript.jscomp.ScopedAliases,21,24,168,1,40,14,0,2,5,12.904761904761903,174,1.1153846153846154,1
122,122,com.google.javascript.jscomp.JsMessage,44,22,100,0,70,4,0,3,39,8.977272727272727,971,4.783251231527093,0
123,123,com.google.javascript.jscomp.ConcreteType,79,21,276,1,22,5,0,6,70,11.746835443037977,1222,5.3130434782608695,0
124,124,com.google.javascript.jscomp.GatherSideEffectSubexpressionsCallback,16,5,108,1,25,7,0,7,16,22.5625,466,5.065217391304348,0
125,125,com.google.javascript.jscomp.NodeIterators,12,5,62,0,32,10,0,5,12,8.416666666666666,322,4.735294117647059,0
126,126,com.google.javascript.jscomp.PureFunctionIdentifier,44,24,332,1,50,15,0,7,38,15.227272727272728,744,1.7927710843373494,1
127,127,com.google.javascript.jscomp.CallGraph,39,19,156,1,23,7,0,3,44,18.512820512820515,1470,6.681818181818182,0
128,128,com.google.javascript.jscomp.LoggerErrorManager,2,2,18,0,7,2,0,0,4,9.5,137,10.538461538461538,0
129,129,com.google.javascript.jscomp.CheckAccessControls,24,20,253,2,37,13,0,5,20,19.041666666666668,580,2.5,1
130,130,com.google.javascript.jscomp.NameAnalyzer,63,37,571,1,63,14,0,9,89,14.238095238095235,2126,3.3961661341853033,1
131,131,com.google.javascript.jscomp.PerformanceTracker,14,23,116,0,64,6,0,2,8,13.0,162,1.132867132867133,0
132,132,com.google.javascript.jscomp.SimpleFunctionAliasAnalysis,4,2,31,0,12,4,0,1,6,14.5,201,6.931034482758621,0
133,133,com.google.javascript.jscomp.CheckMissingGetCssName,6,6,38,1,14,5,0,4,5,14.833333333333334,168,5.6,0
134,134,com.google.javascript.jscomp.ErrorPass,1,2,2,1,1,0,0,0,2,7.0,100,100.0,0
135,135,com.google.javascript.jscomp.SourceInformationAnnotator,2,2,21,0,18,4,0,0,2,10.0,162,7.714285714285714,0
136,136,com.google.javascript.jscomp.MoveFunctionDeclarations,3,2,21,2,12,3,0,1,2,8.666666666666666,158,8.31578947368421,0
137,137,com.google.javascript.jscomp.StrictWarningsGuard,2,2,5,0,4,1,0,2,2,8.0,105,21.0,0
138,138,com.google.javascript.jscomp.NameReferenceGraphConstruction,27,8,246,1,44,12,0,6,14,18.666666666666668,301,1.2285714285714286,0
139,139,com.google.javascript.jscomp.ExportTestFunctions,6,4,56,1,22,9,0,2,5,16.833333333333332,231,6.078947368421052,0
140,140,com.google.javascript.jscomp.AstValidator,66,1,450,1,38,3,0,18,2,17.227272727272727,110,0.270935960591133,0
141,141,com.google.javascript.jscomp.ChainCalls,6,11,47,1,42,14,0,12,5,8.333333333333334,131,2.2203389830508473,0
142,142,com.google.javascript.jscomp.InlineSimpleMethods,16,2,87,0,26,8,0,4,14,15.0625,405,4.939024390243903,0
143,143,com.google.javascript.jscomp.MaybeReachingVariableUse,12,3,81,0,46,9,0,7,9,13.25,469,6.090909090909091,1
144,144,com.google.javascript.jscomp.PeepholeReplaceKnownMethods,17,2,314,0,78,18,0,13,18,19.352941176470587,287,0.7284263959390863,1
145,145,com.google.javascript.jscomp.DevirtualizePrototypeMethods,13,2,151,2,36,11,0,12,11,16.923076923076923,490,3.3333333333333335,1
146,146,com.google.javascript.jscomp.TightenTypes,65,41,567,2,87,24,0,6,54,14.461538461538462,1194,2.3503937007874014,0
147,147,com.google.javascript.jscomp.CreateSyntheticBlocks,6,10,54,1,27,7,0,7,9,11.166666666666666,185,3.363636363636364,0
148,148,com.google.javascript.jscomp.NodeTraversal,47,14,193,0,17,3,0,3,50,12.51063829787234,821,4.561111111111111,1
149,149,com.google.javascript.jscomp.PhaseOptimizer,20,23,77,1,43,10,0,2,20,11.6,396,3.09375,0
150,150,com.google.javascript.jscomp.CheckMissingReturn,10,5,50,1,13,4,0,5,8,12.3,229,5.325581395348837,0
151,151,com.google.javascript.jscomp.CheckDebuggerStatement,2,2,5,1,3,1,0,0,2,6.0,132,33.0,0
152,152,com.google.javascript.jscomp.InlineCostEstimator,9,6,19,0,5,1,0,1,6,9.22222222222222,163,11.642857142857142,1
153,153,com.google.javascript.jscomp.IgnoreCajaProperties,2,2,34,1,12,2,0,0,2,6.0,169,13.0,0
154,154,com.google.javascript.jscomp.AnonymousFunctionNamingCallback,5,1,33,0,13,5,0,0,6,13.2,189,7.56,0
155,155,com.google.javascript.jscomp.AliasStrings,11,22,89,1,29,8,0,3,18,18.636363636363637,544,4.900900900900901,0
156,156,com.google.javascript.jscomp.DisambiguateProperties,67,22,396,1,34,11,0,5,49,16.029850746268657,1101,2.653012048192771,1
157,157,com.google.javascript.jscomp.CollapseAnonymousFunctions,4,1,39,1,17,4,0,3,2,10.75,134,4.32258064516129,0
158,158,com.google.javascript.jscomp.WhitelistWarningsGuard,18,7,82,0,20,6,1,2,19,14.444444444444445,419,5.901408450704225,0
159,159,com.google.javascript.jscomp.AstParallelizer,13,10,59,0,18,3,0,4,7,10.307692307692308,342,6.84,0
160,160,com.google.javascript.jscomp.DefinitionsRemover,25,9,80,0,24,8,0,8,19,10.72,337,4.376623376623376,0
161,161,com.google.javascript.jscomp.OptimizeArgumentsArray,7,7,60,2,35,10,0,4,6,10.571428571428571,219,3.3181818181818183,0
162,162,com.google.javascript.jscomp.VariableNameGenerator,1,2,3,0,3,1,0,1,2,14.0,106,35.333333333333336,0
163,163,com.google.javascript.jscomp.LinkedFlowScope,19,12,92,1,29,10,0,8,15,12.421052631578949,346,3.0892857142857144,0
164,164,com.google.javascript.jscomp.ConstCheck,4,3,37,1,29,8,0,1,5,8.25,138,4.181818181818182,0
165,165,com.google.javascript.jscomp.BasicErrorManager,12,8,26,1,40,13,0,13,5,10.916666666666666,219,3.421875,0
166,166,com.google.javascript.jscomp.DeadAssignmentsElimination,11,3,146,2,61,16,0,11,6,16.90909090909091,377,2.2574850299401197,1
167,167,com.google.javascript.jscomp.Scope,59,16,125,2,9,2,0,3,53,11.101694915254235,894,8.851485148514852,1
168,168,com.google.javascript.jscomp.PassFactory,4,2,4,0,1,0,0,1,7,10.0,211,70.33333333333333,0
169,169,com.google.javascript.jscomp.Denormalize,6,2,44,2,33,9,0,4,3,11.333333333333334,169,4.121951219512195,0
170,170,com.google.javascript.jscomp.ReferenceCollectingCallback,49,18,178,3,13,4,0,4,42,15.142857142857142,792,4.95,1
171,171,com.google.javascript.jscomp.NameAnonymousFunctionsMapped,6,10,21,1,10,3,0,2,4,12.333333333333334,217,9.434782608695652,0
172,172,com.google.javascript.jscomp.JsMessageVisitor,25,30,238,1,60,13,1,7,28,21.12,1109,4.077205882352941,0
173,173,com.google.javascript.jscomp.OptimizeParameters,24,6,156,2,26,8,0,8,14,17.708333333333332,370,1.9473684210526316,0
174,174,com.google.javascript.jscomp.CodeConsumer,34,3,101,0,25,7,0,1,12,12.205882352941176,344,3.510204081632653,1
175,175,com.google.javascript.jscomp.TypedScopeCreator,55,33,781,1,46,15,0,9,50,16.763636363636362,1608,2.418045112781955,1
176,176,com.google.javascript.jscomp.RenameVars,17,26,125,1,40,12,0,6,27,12.705882352941176,478,2.9875,1
177,177,com.google.javascript.jscomp.ProcessTweaks,22,30,140,1,44,10,0,4,14,18.227272727272727,388,2.7714285714285714,0
178,178,com.google.javascript.jscomp.FunctionInjector,27,12,200,0,30,10,0,6,34,15.962962962962964,870,3.640167364016736,1
179,179,com.google.javascript.jscomp.ControlFlowGraph,8,2,18,0,11,1,0,7,17,17.0,401,19.095238095238095,0
180,180,com.google.javascript.jscomp.ExpandJqueryAliases,14,14,267,1,53,15,0,4,7,17.928571428571427,276,1.4300518134715026,0
181,181,com.google.javascript.jscomp.ProcessClosurePrimitives,36,34,434,1,53,16,0,5,37,18.194444444444443,673,1.6295399515738498,1
182,182,com.google.javascript.jscomp.CheckGlobalThis,4,3,42,1,30,11,0,6,5,13.75,314,6.1568627450980395,1
183,183,com.google.javascript.jscomp.WarningsGuard,5,1,5,1,1,0,0,1,6,7.8,384,96.0,0
184,184,com.google.javascript.jscomp.FlowSensitiveInlineVariables,18,13,183,2,50,15,0,17,10,8.833333333333334,402,2.1157894736842104,1
185,185,com.google.javascript.jscomp.NameAnonymousFunctions,5,6,13,1,4,0,0,1,4,14.2,192,21.333333333333332,0
186,186,com.google.javascript.jscomp.SimpleRegion,3,3,3,1,1,0,0,1,2,19.0,94,31.333333333333332,0
187,187,com.google.javascript.jscomp.CheckGlobalNames,9,9,87,1,25,9,0,6,6,18.22222222222222,205,2.383720930232558,0
188,188,com.google.javascript.jscomp.InvocationsCallback,2,0,10,0,10,3,0,3,3,5.0,148,14.8,0
189,189,com.google.javascript.jscomp.AbstractMessageFormatter,6,4,12,1,4,1,0,3,3,13.5,112,10.181818181818182,0
190,190,com.google.javascript.jscomp.ExtractPrototypeMemberDeclarations,9,15,64,1,14,4,0,2,10,13.88888888888889,459,9.18,0
191,191,com.google.javascript.jscomp.Result,0,13,0,0,0,0,0,0,2,0.0,94,0.0,0
192,192,com.google.javascript.jscomp.CodeGenerator,32,8,543,0,409,49,1,4,18,15.0625,402,0.5964391691394659,1
193,193,com.google.javascript.jscomp.ReplaceStrings,19,21,137,1,26,7,0,3,18,14.63157894736842,539,4.114503816793893,0
194,194,com.google.javascript.jscomp.ShowByPathWarningsGuard,2,2,4,0,1,0,0,1,3,8.0,125,62.5,0
195,195,com.google.javascript.jscomp.CollapseProperties,23,8,316,1,42,10,0,2,24,25.304347826086957,1431,4.73841059602649,1
196,196,com.google.javascript.jscomp.FunctionArgumentInjector,17,6,145,0,32,8,0,3,15,17.470588235294116,644,4.0,0
197,197,com.google.javascript.jscomp.TypeInference,52,17,594,0,69,13,0,3,24,18.826923076923077,755,1.3677536231884058,1
198,198,com.google.javascript.jscomp.RemoveUnusedPrototypeProperties,4,5,18,1,22,7,0,3,6,20.0,182,4.136363636363637,0
199,199,com.google.javascript.jscomp.RecordFunctionInformation,5,4,45,1,10,2,0,2,6,9.0,197,7.296296296296297,0
200,200,com.google.javascript.jscomp.LightweightMessageFormatter,6,2,55,0,31,6,0,4,4,10.833333333333334,148,2.3870967741935485,1
201,201,com.google.javascript.jscomp.RemoveUnusedNames,2,3,13,1,9,3,0,0,4,14.5,129,11.727272727272728,0
202,202,com.google.javascript.jscomp.CodingConventions,68,2,132,0,20,7,0,5,5,20.794117647058822,173,2.011627906976744,0
203,203,com.google.javascript.jscomp.GlobalVarReferenceMap,11,6,72,1,14,3,0,2,10,17.181818181818183,360,5.217391304347826,0
204,204,com.google.javascript.jscomp.InlineObjectLiterals,11,4,187,1,44,14,0,8,11,16.363636363636363,325,2.152317880794702,1
205,205,com.google.javascript.jscomp.FunctionToBlockMutator,15,3,146,0,23,6,0,2,17,19.933333333333337,480,3.75,1
206,206,com.google.javascript.jscomp.Normalize,30,15,282,1,30,8,0,2,22,15.233333333333333,768,3.0,1
207,207,com.google.javascript.jscomp.JSError,16,8,35,0,25,8,0,9,22,8.0,464,9.666666666666666,0
208,208,com.google.javascript.jscomp.AliasKeywords,30,15,120,1,8,3,0,3,35,17.166666666666668,808,10.1,0
209,209,com.google.javascript.jscomp.NodeUtil,167,16,1032,0,61,17,0,42,143,16.023952095808383,3265,3.2104228121927236,1
210,210,com.google.javascript.jscomp.SourceMap,15,5,48,0,17,5,1,3,5,11.133333333333333,141,3.710526315789474,1
211,211,com.google.javascript.jscomp.InlineProperties,13,6,129,1,29,8,0,3,7,16.53846153846154,219,2.1683168316831685,0
212,212,com.google.javascript.jscomp.CompilerOptions,217,170,269,2,15,4,1,4,222,21.027649769585253,2786,9.91459074733096,1
213,213,com.google.javascript.jscomp.ReorderConstantExpression,1,0,18,0,11,3,0,1,2,15.0,123,11.181818181818182,0
214,214,com.google.javascript.jscomp.GoogleJsMessageIdGenerator,5,1,19,1,73,2,0,1,7,9.6,278,3.0217391304347827,0
215,215,com.google.javascript.jscomp.GenerateExports,3,4,57,1,30,8,0,1,4,10.0,147,4.454545454545454,0
216,216,com.google.javascript.jscomp.GoogleCodingConvention,7,4,26,0,10,3,0,3,9,13.285714285714286,304,16.0,0
217,217,com.google.javascript.jscomp.AliasExternals,25,25,209,1,29,10,0,3,43,14.12,1186,7.751633986928105,0
218,218,com.google.javascript.jscomp.CheckSuspiciousCode,5,2,32,0,8,1,0,0,2,12.2,124,6.2,0
219,219,com.google.javascript.jscomp.PeepholeRemoveDeadCode,28,0,405,0,66,15,0,12,28,16.75,540,1.2857142857142858,0
220,220,com.google.javascript.jscomp.InstrumentFunctions,8,12,89,1,31,8,0,2,8,10.25,468,5.85,0
